prem_id,premise,dialect
prem832,"Museuek oso ondo prestaute dauz, eta, gehixenetan, liburuxkak emoten dabez (gehixenetan alemanez, baña baita ingelesez eta frantsesez be, sarritten), erakusketei buruzko informaziño zihetzagaz. Borondate-kutxak be badauz, bakotxak gure dauena ordaintzeko.",western
prem833,"Hungariara iritsi barrixe izenda, hiritik kanpora juen bikozu, jokatu gure bozu.",western
prem834,"Errepidiek bihurgune itxixetan okertzen eta biretan diez, eta uhinduretan gora eta behera bihurritzen.",western
prem835,Pekinen gaur egun eztau ixe horren arrastorik.,western
prem836,Estaduko eta lekuko gobernu askok ikuskapen-baldintza gehigarrixek dekiez.,western
prem837,Informazinuaren segurtasun-taldiek hilien 8-12 saio eitten dauz.,western
prem838,"Halanda be, prestaketarako ingeniaritzie lehenau sortu zan.",western
prem839,"CIO erakundiek guztiz zentralizau edo deszentralizau beharrien, egitura horrexek konbinatuz kudeatzen dabez erakunde liderrek euren informazino-baliabidiek.",western
prem840,"7. tituluek eskatzen dauenez ordainketa-ziurtagirixe baño lehenau bidaia-eskaerak balioztatzeko, uste dou gastu guztixek bidaia-txartelien banaka sartziek baldintza hori beteten laguntzen dauela.",western
prem841,"Analisi honetako jatorrizko lanen azterketak erakusten dauenez, GAM gaixekaz modu potentzialean lotutako osasun-puntuek ospitaleratziek murriztu ebezan, bai oinarriko estimazinuetan, bai alternatibuetan.",western
prem842,"Ondorioz, gobernuko arduradunak eta kudeatzailiek pentsetako modu barrixek bereganatzen dabiz: helburuek lortzeko modu desbardinak kontuen hartu, eta erabagixek bideratzeko informaziño barrixek erabilten dabiz.",western
prem843,Baleike espediente judizialak itzuli biher izetie ingelesa ez dan hizkuntza batien irakurtzen daben bezeroentzat.,western
prem844,Hori C-R funtziño sinple batek definidutako C-R erlazinoei nahiz C-R funtziño anizkunek definidutakoei apliketan jake.,western
prem845,Gaur egun abian dien edo aurreikusten dien beste ahalein batzuk.,western
prem846,"Bestiek beste, faktore honexek: epe laburrek, jatorrizko artxibo informatikuek ezabatzie eta biherrezko dokumentuek ez eskuratzie",western
prem847,"4. irudixen, lan-zerbitzu partekauen eskeintza-kurbie agertzen da.",western
prem848,"Gero, hasikerako bisitie ein aben ordezkari berak barriro bisitau dau hornitzaile barrixe, galderei erantzuteko eta erreklamazinuen laginien ikusitako edozein arazori buruz eztabaidetako.",western
prem849,Kontue ez da bakarrik aurrezkixek eragine izatie aberastasunaren stockien; aberastasunak be badau eragine aurrezteko erabagixen.,western
prem850,"Adibidez, aztertu gendun erakunde batien, bi bat-eitte izen zien; ondorixoz, enpresak negozixo barrixek integrau biher izen ebazan atuen, eta berregituratu ein zan, negozixo-premina gero eta haundixauek kontuen hartzeko.",western
prem851,Kezkatzen ginttuna zan bidaia benetan ein zala egiaztau aurretik ordainketie baimentzie,western
prem852,"Teknologixie oso integraute dau erakunde horrexetako negozixo-prozesuetan, negozixorako aukera lez ikusten dalako teknologixie, ez bakarrik tresna huts lez.",western
prem853,"Halanda be, SAB, gai horri buruzko literatura barrixek lagundute (Rossi et al.).",western
prem854,"Adibidez, emon deigun biher partekatuaren kostue 10a dala eta oinarrizko postaren kostue 16a dala.",western
prem855,Literaturan sarritten agertzen dien kontzeptu bi baliagarrixek izen leikez etorkizuneko ikerketen barri emoteko.,western
prem856,"Marrek bialtzaile guztixen ongizete-mailie adierazoten dabe, eta erronbuek, barriro, lana beste baten bat eruetiaren galera teknikuek (baldin eta negatibuek badiez).",western
prem857,"Arriskuen ebaluaziño horretan oinarritute, Centrelink-ek berariazko prebentzino-estrategixak garatu ebazan, onuradunei eta enplegu-emoileei diru-sarrerei buruzko informazino-eskakizunen barri emoteko.",western
prem858,"Horri esker, diseinuaren erakustaldixek ein ahal izen zien, enpresek inbertsiño garestixauek ein aurretik fabrikazino-ekipuetan eta erakuste-faserako produkzinoaren prototipo adierazgarrixek eraikitzeko tresnetan.",western
prem859,"Bestela, mezu kezkagarri bat bialduko jake GAOko biherginei, prentsari eta publikueri.",western
prem860,Hego Carolinako lankidetza-ahaleinek arrakastie izen eben hurrengo urtien be.,western
prem861,Konderriko biherginek prest egongo diez auzilariei euren ikerketiagaz laguntzeko.,western
prem862,CIOek eta agintari erabagitzailiek zehazten dabe zer biher mota dan egokixe azpikontratetako eta zer biher mota eitten dan hobeto enpresa barruen.,western
prem863,"Batzordeko funtzionarixo baten arabera, Batzordeko 605 b) ataleko ziurtagirixek ez jakozan bereizita emon Enpresa Txikien Kudeaketearen (SBA) Defentsarako Abogadu Nausixeri.",western
prem864,"Hoteleko gastuek eta beste batzuk alkartu ezkero, bidaia benetan gauzatu dan ala ez egiaztauko da.",western
prem865,"Merkataritza-enpresek prototipuek erabili ebezan produktuek garatzeko prozesu osuen, ez bakarrik produktuek integratzien.",western
prem866,"CIO korporatibuek CIOekaz edo beste informazino-kudeatzaile batzuekaz eitten dabe biher negozixo-unidade bakotxien, korporaziño guztirako teknologixa eraginkorra, fidagarrixe eta alkarreragingarrixe bermatzeko.",western
prem867,BLMk errendimendu-arau arrakastatsuek sartu ebazan.,western
prem868,"Adibidez, bisitau gendun estadu-hiriburuetako batien, 600 software-enpresa baño gehixau dauz.",western
prem869,Biherrezko atal edo elementu guztixek sartzie,western
prem870,"Erakunde nausixek erabagiten dabe, hornidura-estrategixa baten barruen, berariazko informazino-teknologixie eta kudeaketa-lanak barruko biherginen ala kanpoko hornitzaileen bidez ein.",western
prem871,"Azkenik, CEUek kontroletan dau informazino-teknologixaren eta kudeaketearen funtzinuek CIOari, CIOaren erakundeari eta beste antolamendu-unidade batzuei esleitzie",western
prem872,"CIO erakunde bat garatzie etenbako prozesue da, eta eskatzen dau argi eta garbi ulertzie erakundeek zer erantzukizun daben enpresen biherrak asetzen laguntzeko.",western
prem873,"1 Aurreko atalien ez bezala, atal honetako datu guztixek 1988. urtekuek diez.",western
prem874,"Aurrezki-fluxue funtsezkue da aberastasun-stock bat metatzeko; arau orokor lez, inoz aurrezten eztauenak eztau aberastasunik izengo.",western
prem875,"Uko eitteko eskaera formalik ezien, auzitegi federaleko abogadu bati jagoko, bai etikari jagokonez, bai auzitegiaren arauek betez, edozein gairi erantzutie",western
prem876,G. LSCk finantzautako abogaduei bezeruek Estatu Batuetatik alde eitten dauenien kasuetatik erretiratu daitezela exijitziaren ondorixozko kargak.,western
prem877,"Erakunde baten hornidura-estrategixie giza kapitala garatzeko estrategixa zabalau baten parte da, IV. printzipixuen eztabaidatzen danez.",western
prem878,Bezero bat falta danien lege-ordezkaritza aldi baterako etetie eta jarraipen bat eskatzie ez da kasue modu formalien ixtearen alternatiba bideragarri bat.,western
prem879,"2000ko urte fiskala oparue izen zan GAOrentzat, lorpenez eta arrakastaz betie, zeren eta zerbitzu bikaina emon jakon Kongresuari, eta AEBko zergadunek onura haundixek izen ebezan.",western
prem880,"Atalaserik onartzen ez danien, eta halan izeten da sarritten azterketa epidemiologikuetan, onartzen da edozein esposizino-mailak ez dotzola ekarten erantzuteko arriskurik populazinoaren segmentu bati, gitxienez.",western
prem881,"Informazinuaren teknologixaren arloko trebetasunen eskaera haundixe dala eta, estadu-kontratazinue gatxa izen zan; horregaittik, CIO honek barne-softwarearen garapenaren eta kudeaketearen alternatibak bilau ebazan.",western
prem882,"Zehaztasun haundixauaz jokatu ezkero, sarrixau lortuku helburue.",western
prem883,Merkurio-isurixek merkurixue metatzen dabe uretan.,western
prem884,"Gañera, GAOren emaitza harrigarrixek eta inbertsinuaren itzulkine ikusitte, zentzukuena da GAOk beste erakunde federalen batezbestekue baño askoz baliabide gehixau jasotie",western
prem885,"Azkenik, emoten dau posta-dentsitatie faktore garrantzitsuaue dala kaleko bialketa-kostu unitarixuetan, bolumena gaur egungo Frantziako eta Estatu Batuetako tarteetan baino.",western
prem886,Balixo-sortzaile izetie eta negozixo-emoitzetan bezerue ardatz izetie,western
prem887,"Gañera, datuen mugak argitu biher diez, datuetatik ondorixo oker edo gure bakorik ez atarateko.",western
prem888,"Azkenik, ebaluau dozuezan datuek biher bezain fidagarrixek ez badiez, txostenien sartu biher zeunkie ondorixo hori, eta ikuskatutako entidadiari gomendau neurri zuzentzailiek hartu daizan.",western
prem889,"LSCren plangintzarako laguntza-funtsekaz, Bar Fundazinuek aholkulari bat kontratau dau Koordinaziño Kontsejueri birkonfigurazino-plan bat prestetan laguntzeko, eta martixen aurkeztukotzo LSCri.",western
prem890,"Urtenbide horrexetan, larrialdi-zentro eta osasun-etxe bakotxera ondoen egokitzen dien esku-hartze motak eta pazientearen arazo espezifikuek aztertu biko diez.",western
prem891,"Enpresek euren jabetzapeko filial bat sortzeko erabilten dabe baliabidie, esan aben Delaney jaunak, New Yorkeko Abogaduen Aliantzaren zuzendari exekutibuek.",western
prem892,"Chávezen kasuek Coloradoko Zerbitzu Juridikuek eindako inkestan eindako aurkikuntzak islatzen dauz, eta, inkesta horren arabera, estadu osoko etxaldeetako bihergin migratzailiek pestizida arriskutsuen eraginpien egon ohi diez, lege federalak urratute.",western
prem893,"Gizarte Segurantzak eztau kontuen hartzen bihergin federalentzat batez be edo modu esklusiboan ezarritako programarik, halan zelan pentsiño planak eta bestelako erretiro-planak.",western
prem894,"Zerrenda horretan, erreklamazinuek errazoizkuek dien ala ez zehazteko informaziño gehigarrixek emoten jakez txartela onartzen dauen administrazino-biherginari (oro har, bidaiariaren gainbegiraleari) eta ziurtagiri-emoiliari.",western
prem895,"Hori pasetan danien, mailegu-emoiliaren funtsak Altxorraren baloriek inbertitutako salduen gañien dekiezan interesak sakrifiketan dauz, eta horren ordez mailegu-hartzailearen funtsaren interesak jasoten dauz maileguaren zenbatekuaren ganien.",western
prem896,"Aldi hori A eranskineko A-3 dokumentuen agertzen da. Halanda be, proiektuaren berezitasunen arabera, hilebete biko gorabeherak egon leikez biher dan denporieri jagokonez.",western
prem897,Baña Batzordiek ezin dau gomendixo zaharrik emon zifrak zentzudunak badiez.,western
prem898,"Une hezigarriaren kontzeptuek, une horretan kontzeptualizaziño hutsa izen arren, larrialdi-zentruen alkohol esku-hartziek eitteko interesaren zati bat adierazoten dau.",western
prem899,Posta-zerbitzue beste posta-administraziño batzuk baño ahulaue da “gainbakotze” izenekoaren aurrien.,western
prem900,"Hasikerako behaketek iradokitzen dabenez, leikena da GPRAren errendimenduari buruzko txostenak erabilgarrixauek izetie.",western
prem901,"Larrialdixetako gelako bisitak ospitaleratziek kontuen hartzen dauzen onuren azterketan sartu ezkero, adibidez, onura batzuk birritten zenbatuko diez ospitaleratze-kategoriaren barruen larrialdixetako gelako bisitak sartzen badiez.",western
prem902,Gero eta agerikuaue da larrialdi-zerbitzuko esku-hartziek eraginkorrak diela eta tratamentu-deribazinuek funtzionau leikeela.,western
prem903,"Garraiue, energixie, larrialdi-zerbitzuek, finantza-zerbitzuek eta komunikazino-sistemak babestie gero eta garrantzitsuaue da, neurri haundi batien informazinoaren teknologixaren mende dauzelako.",western
prem904,"11 Halanda be, egokitzapenik gatxenetan, zerbitzuz kanpoko denporie nabarmen aldatu leike.",western
prem905,"Enpresako informazino-segurtasuneko talde zentralaren arabera, prozesu horrek enpresa-administratzaileen arteko segurtasun-kontzientzixie areagotzen dau, biher dien kontrolak eitteko laguntzie emoten dau, eta informazino-segurtasunari buruzko oharrak erakundearen merkataritza-eragiketetan integretan laguntzen dau.",western
prem906,"Programaren hezkuntza-feedbackak onarpena bultzatzen dau, eta disuasino-elementu lez jokatu leike etorkizuneko hutsegittien aurrien; izen be, profesionalak jabetzen diez urtero itzultzeko eskatzen danaren jarraipena eitten dauela HICk.",western
prem907,Esku-hartziek eta feedbacka indibidualizetako teknologixa barrixek erabiltiek lagundu ein leike arrisku-patroiek eta alkohol-arazoen patroiek dekiezan pazienteen arreta-sistemie hobetzen.,western
prem908,Eskaera eitten danetik hitzartutako jarduerak eitten dien arte 46 aste igaroten diez unidade bixetan.,western
prem909,Azpimarratu eben etenbako zaintzie beharrezkue zala kontrolek egokixek izeten jarraitu eien –gaur egungo arriskuei aurre einez eta operazinuek alferrik oztopau barik–‚ eta informazino-sistemak erabilten eta mantentzen ebezan personek antolaketa-politikak bete eiezan.,western
prem910,"Modu berien, CFO Legiek, GMRAk eta GPRAk eskakizun barrixek ezarriotziez erakunde finantzarixo federalei.",western
prem911,"Ekimenetako batien, Estaduko gobernuen merkataritza elektronikue ezarteko jarraibide estrategikuek, gidalerruek eta arauek ezarri zien.",western
prem912,SCR konexinue hiru astetik bost astera bittarteko etenaldixen gertau leike.,western
prem913,Posta-kode bat bide askok erabili leikie.,western
prem914,"2010ien eta handik aurrerako urtietan kaltetutako EGUen kasuen, administratzailiek 474 atalaren arabera esleituko dauz merkurixue igorteko eskubidiek, eta 409 atalaren arabera eingo dauz merkurixue igorteko eskubidien enkantiek, A taulan agertzen dien kopuruen barruen.",western
prem915,"Beraz, agentzixa federalek barriro ebaluatu biher dabez giza kapitalaren praktikak, finantza-profesional federalak erronka barri horreei aurre eitteko eta euren agentzien xedie eta helburuek babesteko prestaute dauzela ziurtatzeko.",western
prem916,Paziente gaixuek alkohola kontsumitzie ez da traumatologiako taldearen eskumeneko auzixe.,western
prem917,"T errekuntzako ingeniaritza-unidadiek, 900 MWe-kuek, 8 izkinakuek, sufre-ikatz bituminosoaren % 1,5 inguru erretzen dabienek.",western
prem918,Onuren azterketa horretan erabilitako kontzentrazino-erantzun funtzinoetako batzuk epe laburreko lanen ondorixo izen zien.,western
prem919,24 Ezaugarri horrexek egokixek izengo leittekez GMRAren kontabilidade-txostenetarako be.,western
prem920,"Hurrengo irudixen, antolakuntza-egitura tradizional zentralizauek eta deszentralizauek erakusten diez, gaur egun erakunde liderrek erabilten daben konbinaziño hibridoagaz alderatute.",western
prem921,"Kasu guztixetan, neurri garrantzitsuek hartu biher leittekez bezeruaren erreklamazinoei kalterik ez eitteko.",western
prem922,"Produktuek euki barri edo asmau gehixau baeukezan, askotan, prototipo guztiz integratuek erabilten zien diseinuek baldintzak beteten ebazala frogetako.",western
prem923,"Erabagi horrexek hartu eta gero, CIO erakundiek laguntza eraginkor eta irisgarrixe emon biher dau, baliabidiek modu eraginkorrien esleituz eta erantzukizunak egunero betez.",western
prem924,Aurkeztu zure oinarrixek datuen fidagarritasuna zehaztugabe lez ebaluetako.,western
prem925,Erretiro-funtsak trukien ondorixozko diru-sarrerak eta bestelako finantzaketa-iturrixek diez.,western
prem926,"Agentzixie Lancaster, York eta Reading zerbitzatzeko zabaldu eben hasikeran.",western
prem927,"Abiazinuen aurrera eitten dabil, baña epe luzeko arretie bida.",western
prem928,Baldintza horren harire sortutako nahasketie esanguratsue leitteke.,western
prem929,"SCR sistemen hornitzaile alemaniar batek SCRa instalau aben alemaniar gaitasunaren zati haundi batien, lau aste baño gitxiagoko etenaldixetan.",western
prem930,Enplegatzailiaren eta enplegauaren ekarpenak modu berien kalkuletan diez normalien.,western
prem931,"Administrazinue, Substantzien Abusurako eta Osasun Mentalerako Zerbitzuen Administrazinue, eta Osasun Baliabide eta Zerbitzuen Administrazinue.",western
prem932,"20 bider, desaurrezkixek -egungo diru-sarrerak baño gehixau xahutzie- aberastasun-stocka murrizten dau, ze iraganien aurreztutako kopuruek amaitzie, aktibuek saltzie edo maileguek haunditzie dakar.",western
prem933,"Gobernu federal arduradune, eskaera horrexei aurre eitteko ahaleinien, bere eitten dabil errendimenduen oinarritutako kudeaketa-printzipixuek.",western
prem934,"Etorkizunari begire, erantzun eben agentzien heren batek, gitxi gorabehera, adierazo aben diseinue barrikusteko funtziño gehixau azpikontratetako aukerie aztertzen dabizela.",western
prem935,Texasek uste dau hezkuntza-modu askotarikuek onuragarrixek diela Medicaid programan.,western
prem936,"Oin arte, Gizarte Segurantzaren programa enplegatu federalei apliketan jaken neurrixen, ezaugarrixek eta baldintzak enplegatu pribatuentzako programako berberak izeten diez.",western
prem937,"Auditoretza bat planifiketako fasietan, ikuskatzaileek jakinarazo biher leukie zer erantzukizun dekiezan lege eta araudixek beteteari buruzko egiaztapen eta jakinarazpenen arluen eta finantza-informazinoaren barne-kontrolari jagokonez.",western
