text	dialect	author	work	birthplace	confidence
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"de Begoña

(INMACULADA)

PEREGRINACIÓN A IZIAR

PRESENTACIÓN

LAÑOA TA GRIÑA

MARIAREN OÑAZEAN

EUSKERAREN ALDE

ESKERRIK ASKO

GEHIGARRI SOLTEAK

 

Iturria:
Sermoiak
, Domingo de Aguirre (Sebastian Garcia Trujilloren edizioa)."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
"Sermoiak

Domingo Agirre

1898-1916, 2000

     
[liburua osorik RTF formatuan]

     
[inprimitzeko bertsioa PDFn]

     
[Literaturaren Zubitegia]

ASUNCIÓN

(ERROSARIOA)

SAN JUAN

SAN MARTÍN

MISA NUEVA

SAN JOSÉ

(MARIAREN ALABENTZAT)

SAN JOSÉ

SOLEDAD

SAN PEDRO

DOLORES

PECADO

LENENGOA

(BIGARRENA)

IRU GARRENA

ASUNCIÓN

DOLORES

ANIMAS

INMACULADA

SAN JOSÉ

(SAN MIGEL)

(MAIATZA)

PRESENTACIÓN

SANTA ENGRACIA

DOLORES

EUSKERAZ

MISA NUEVA

PRESENTACIÓN

JESUSEN NEKALDIKO ITZALDIA

CAMPANAS

(ASUNCIÓN)

PULVIS ES

MAITETASUNA

(MAITETASUNA)

IESUS-UMEAREN ESTALKIA

LENBIZIKO MESA

PRESENTACIÓN

ZESTUA-KO EUSKAL-FESTETAN

PRESENTACIÓN

CONVERTIMINI

JUXTA CRUCEM

SAN PEDRO

MISA NUEVA

(PRESENTACIÓN)

GABONA TA EGUNONA

SAN MARTIN

(PRESENTACIÓN)

Coronación a la V."	western	Olerki guztiak	Sermoiak	Ondarroa - Bizkaia	high
